"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"WY_9__R_npp",0,0,-3706.78637581109,127.522059625642,345.108850557566,25.8440101698098,7413.57275162217,255.044119251283
"WY_9__L_Built",-7.97415177565571,5.47279408953109,-3714.76052758674,127.013774227441,351.421565158948,24.6513822693533,7429.52105517349,254.027548454882
"WY_9__R_aspctN",-12.3195985999595,5.47029374431121,-3719.1059744111,127.782619031131,348.353521209396,25.8916680265629,7438.21194882221,255.565238062263
"WY_9__R_lcH",-16.1206230929482,8.19526273166385,-3722.90699890405,127.182973298209,356.960954019141,26.4924881946347,7445.8139978081,254.365946596418
"WY_9__R_Edge",-17.501863728385,5.86408269536443,-3724.28823953951,128.771697639529,361.449778649182,27.4808590622939,7448.57647907901,257.543395279057
"WY_9__R_bldgPer",-17.5913705572066,6.56826401043086,-3724.37774636831,127.213430581739,350.014183628609,26.0556832020565,7448.75549273661,254.426861163478
