"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"Y_3__L_CnpyMxd",-12.7714673498294,7.95407097509382,-823.548125283304,58.5110937480072,46.6947388504487,7.70407181788283,1647.09625056661,117.022187496014
"Y_4__L_aspctN",-13.3724089837181,6.44042989871018,-824.14906691721,58.65898847972,53.5893461867015,8.72065265679244,1648.29813383442,117.31797695944
"Y_4__R_aspctN",-13.7916651753823,6.68639018515921,-824.56832310887,58.3650169871091,48.6188687569058,6.8981945417281,1649.13664621774,116.730033974218
"Y_4__L_Pasture",-14.0625536365999,7.21813525488021,-824.839211570083,58.4303833624072,52.8048076634573,7.56254740680875,1649.67842314017,116.860766724814
"Y_3__L_Crop",-14.190325365012,8.64579501278157,-824.966983298497,58.2920108504799,44.3434564641218,7.16633136313822,1649.93396659699,116.58402170096
"Y_4__R_npp",-15.5934922734484,7.53482967447808,-826.370150206933,58.4972260012035,50.6064640374863,7.2262458417985,1652.74030041387,116.994452002407
"Y_5__R_grwnDD0_sq",-15.9779352399259,6.16669785221384,-826.7545931734,58.1916822695416,58.6140267241585,8.27827695769579,1653.5091863468,116.383364539083
"Y_5__R_Edge",-16.1229744505409,7.32323524284181,-826.899632384028,60.2495211343782,61.5750531088724,8.69487950684623,1653.79926476806,120.499042268756
"Y_3__L_aspctN",-16.1297442779625,10.0007881219023,-826.906402211446,58.24381759936,42.1953481779828,6.56274016812001,1653.81280442289,116.48763519872
"Y_2__R_AP",-16.5823361992195,9.5430174009452,-827.358994132698,58.2915255256562,39.3319893863333,6.65460315263179,1654.7179882654,116.583051051312
"Y_3__L_SoilTSt",-16.5927522053397,10.0087211025217,-827.369410138824,58.6508981632802,44.4197036428745,7.25998920921558,1654.73882027765,117.30179632656
"Y_3__R_grwnDD0",-16.9751694299688,8.58252279827003,-827.751827363435,58.6273971875375,58.1017635864341,8.06817620404247,1655.50365472687,117.254794375075
"Y_4__R_grwnDD0",-17.4423665701615,7.28171375719005,-828.21902450365,58.4660832559255,61.4040276031596,8.38024679810421,1656.4380490073,116.932166511851
"Y_3__L_VegTot",-17.6945986949315,9.59572622949267,-828.471256628416,57.8396236670179,44.3186733799583,6.67701446109911,1656.94251325683,115.679247334036
"Y_2__R_grwnDD0",-18.0975306803617,9.12192863612836,-828.874188613827,58.2548621500092,53.7856172268775,7.55856719673908,1657.74837722765,116.509724300018
"Y_4__R_Edge",-18.68503829133,8.43371524880311,-829.461696224818,59.7786424178707,51.4638027474686,7.23054643449133,1658.92339244964,119.557284835741
"Y_5__R_lcH",-19.0638157817606,7.1888772531705,-829.840473715247,59.0812343654313,67.1418645561531,9.77196539431149,1659.68094743049,118.162468730863
"Y_4__R_lcH",-20.3340073887037,7.86975689982155,-831.110665322177,58.3440595402992,55.6672021952327,7.75948454092104,1662.22133064435,116.688119080598
"Y_4__R_grwnDD0_sq",-21.2572766845321,7.85151915282659,-832.033934618032,58.0365883403369,53.7024661337654,7.8048713283785,1664.06786923606,116.073176680674
"Y_3__L_Pasture",-21.3248517041175,10.3108354713576,-832.101509637599,59.0537814261073,48.4699751342175,7.35590868371253,1664.2030192752,118.107562852215
"Y_3__R_grwnDD0_sq",-21.4587786868957,9.29878672384633,-832.235436620384,58.1700792985369,46.3945875223588,7.09617051872403,1664.47087324077,116.340158597074
"Y_2__R_grwnDD0_sq",-22.3053055967972,9.7775791440832,-833.081963530287,58.0297117734191,39.7327427245213,6.38374370639807,1666.16392706057,116.059423546838
"Y_2__L_Crop",-23.5311771349452,9.03688614744341,-834.30783506847,58.8735245272571,38.3718106268363,7.31376864971304,1668.61567013694,117.747049054514
"Y_3__R_aspctN",-23.5417949273082,9.71455239001367,-834.318452860789,59.4907744817667,43.5942690740461,6.73625991829569,1668.63690572158,118.981548963533
"Y_2__R_rdLen",-24.1861772391004,7.93286970744885,-834.962835172593,58.155781211467,41.5537880898266,6.845050154717,1669.92567034519,116.311562422934
"Y_2__L_CnpyMxd",-26.4144796746346,8.6746698832113,-837.191137608126,58.952725395665,40.1747431547919,7.12937921889668,1674.38227521625,117.90545079133
"Y_3__R_npp",-26.7157736641224,9.96207741547999,-837.492431597605,59.1984718994833,45.8542479107959,7.19128778102372,1674.98486319521,118.396943798967
"Y_2__L_SoilTSt",-26.7516151806889,10.262188145686,-837.528273114176,58.5324523627305,34.635295075851,5.62012547008365,1675.05654622835,117.064904725461
"Y_1__L_CnpyOpn",-27.2241580444865,9.89151467734707,-838.000815977957,58.2785073492813,30.7905025942394,5.45865206123027,1676.00163195591,116.557014698563
"Y_2__R_Edge",-27.4335981658421,10.9360354601994,-838.210256099325,60.1835682528204,37.5784892080246,5.84221924523858,1676.42051219865,120.367136505641
"Y_1__R_grwnDD0",-27.7174745114814,10.1812865454435,-838.494132444977,58.1657176834703,44.7216259063072,6.36918671131169,1676.98826488995,116.331435366941
"Y_2__L_VegTot",-29.2130012519947,9.74276559654266,-839.989659185472,58.2132477410323,35.1340959182786,5.87543939332062,1679.97931837094,116.426495482065
"Y_1__R_AP",-29.6796752492775,10.9819879830268,-840.456333182788,58.9957153297309,32.8108440504687,6.25900132848483,1680.91266636558,117.991430659462
"Y_1__L_SoilTSt",-31.3727000552637,11.4981067815232,-842.149357988747,58.7586851010711,26.2524071856916,4.68288706795783,1684.29871597749,117.517370202142
"Y_1__R_rdLen",-31.4732393840016,9.69259431752345,-842.249897317483,58.1918978775937,32.6819762947763,5.75832534832426,1684.49979463497,116.383795755187
"Y_3__R_Edge",-31.7225086529384,11.5652984094875,-842.499166586429,60.9679395052964,47.8264676507537,7.67607454729299,1684.99833317286,121.935879010593
"Y_2__L_Pasture",-32.1937565364898,11.2777103096194,-842.970414469969,60.0178392477763,43.5099782688281,7.72480713618848,1685.94082893994,120.035678495553
"Y_2__L_aspctN",-32.8163579607604,10.0585174395394,-843.593015894243,58.9351933255439,35.0548566091815,5.4644628068187,1687.18603178849,117.870386651088
"Y_2__R_lcH",-33.4540998093299,11.1258486821669,-844.230757742816,58.991760833919,42.41112437856,6.61325321941452,1688.46151548563,117.983521667838
"Y_1__R_grwnDD0_sq",-34.4684199214316,10.5327098017944,-845.245077854924,58.0315392128332,32.3407765653759,5.72365025942845,1690.49015570985,116.063078425666
"Y_1__L_Crop",-34.6607062087892,10.2300168365905,-845.437364142284,59.1558806476504,29.7935665822167,6.27282258725454,1690.87472828457,118.311761295301
"Y_2__R_npp",-35.8424540661217,10.7579797617553,-846.619111999622,59.648505216035,37.638769879317,6.19488848895672,1693.23822399924,119.29701043207
"Y_2__R_aspctN",-37.3749044122513,9.83724506605154,-848.151562345736,60.0036112968399,38.6454708139723,6.60214383699018,1696.30312469147,120.00722259368
"Y_3__R_bldgPer",-37.6361051092894,10.938747374277,-848.412763042771,60.6006525011586,57.9797687129375,8.33511103648212,1696.82552608554,121.201305002317
"Y_1__R_Edge",-39.2829149447296,11.9812019232958,-850.059572878216,60.7359439500681,31.9300547910775,5.92724965758673,1700.11914575643,121.471887900136
"Y_1__L_VegTot",-39.885055101805,10.9253633102158,-850.661713035289,58.2220548456228,29.7984572989388,4.85963565394305,1701.32342607058,116.444109691246
"Y_5__R_bldgPer",-40.2272877170252,8.44010401694945,-851.003945650512,61.0505096702412,76.7315827893602,10.2624444569449,1702.00789130102,122.101019340482
"Y_1__R_npp",-43.3241308123615,11.6655566376995,-854.100788745859,59.7155955022683,29.2552936490043,6.71853662446082,1708.20157749172,119.431191004537
"Y_1__L_aspctN",-45.216408398542,11.5462866658184,-855.993066332024,59.4300605531648,28.7997902442371,5.43765725799862,1711.98613266405,118.86012110633
"Y_4__R_bldgPer",-45.9525576206147,9.94513154859071,-856.729215554098,60.7590910464008,67.7807517776677,8.79766052970694,1713.4584311082,121.518182092802
"Y_1__R_aspctN",-45.9939480804773,11.2465565381199,-856.770606013978,59.9901092029422,26.7825185710587,4.62268503495365,1713.54121202796,119.980218405884
"Y_1__L_CnpyMxd",-46.5273649452131,10.9966688179715,-857.304022878645,59.4288231873207,28.0317099285295,5.32847389294323,1714.60804575729,118.857646374641
"Y_1__R_lcH",-46.7765914213451,12.7571765046057,-857.553249354827,59.5551233942452,33.2668058886203,5.90733807447616,1715.10649870965,119.11024678849
"Y_1__L_Pasture",-46.9263882361737,11.5252461394362,-857.703046169661,60.3603826710384,39.231981185699,7.18531274068765,1715.40609233932,120.720765342077
"Y_3__R_lcH",-47.9401474361446,12.7396033773075,-858.71680536965,59.5443128062534,51.157791277879,7.35491885774441,1717.4336107393,119.088625612507
"Y_2__R_bldgPer",-62.4577913177043,13.6533133362701,-873.234449251184,61.9017026632513,53.5614719820156,7.94486316096926,1746.46889850237,123.803405326503
"Y_1__R_bldgPer",-79.6889896854141,15.1254421309464,-890.465647618919,62.6925435270128,45.5490838145972,7.04747924810181,1780.93129523784,125.385087054026
