"","elpd_diff","se_diff","elpd_loo","se_elpd_loo","p_loo","se_p_loo","looic","se_looic"
"Y_2__R_rdLen",-20.567091500623,6.91049577187395,-834.962835172593,58.155781211467,41.5537880898266,6.845050154717,1669.92567034519,116.311562422934
"Y_2__L_CnpyMxd",-22.7953939361571,7.63889780380566,-837.191137608126,58.952725395665,40.1747431547919,7.12937921889668,1674.38227521625,117.90545079133
"Y_3__R_npp",-23.096687925645,9.34888807477741,-837.492431597605,59.1984718994833,45.8542479107959,7.19128778102372,1674.98486319521,118.396943798967
"Y_2__L_SoilTSt",-23.1325294422115,9.3229621529223,-837.528273114176,58.5324523627305,34.635295075851,5.62012547008365,1675.05654622835,117.064904725461
"Y_1__L_CnpyOpn",-23.6050723060091,9.04156582758004,-838.000815977957,58.2785073492813,30.7905025942394,5.45865206123027,1676.00163195591,116.557014698563
"Y_2__R_Edge",-23.8145124273646,10.3351412709825,-838.210256099325,60.1835682528204,37.5784892080246,5.84221924523858,1676.42051219865,120.367136505641
"Y_1__R_grwnDD0",-24.098388773004,9.48149519741087,-838.494132444977,58.1657176834703,44.7216259063072,6.36918671131169,1676.98826488995,116.331435366941
"Y_2__L_VegTot",-25.5939155135172,9.1000677734783,-839.989659185472,58.2132477410323,35.1340959182786,5.87543939332062,1679.97931837094,116.426495482065
"Y_1__R_AP",-26.0605895108,10.4007058274452,-840.456333182788,58.9957153297309,32.8108440504687,6.25900132848483,1680.91266636558,117.991430659462
"Y_1__L_SoilTSt",-27.7536143167862,10.6533918698221,-842.149357988747,58.7586851010711,26.2524071856916,4.68288706795783,1684.29871597749,117.517370202142
"Y_1__R_rdLen",-27.8541536455241,8.80519872372263,-842.249897317483,58.1918978775937,32.6819762947763,5.75832534832426,1684.49979463497,116.383795755187
"Y_3__R_Edge",-28.1034229144609,11.2074965175323,-842.499166586429,60.9679395052964,47.8264676507537,7.67607454729299,1684.99833317286,121.935879010593
"Y_2__L_Pasture",-28.5746707980123,10.6077003370152,-842.970414469969,60.0178392477763,43.5099782688281,7.72480713618848,1685.94082893994,120.035678495553
"Y_2__L_aspctN",-29.1972722222829,9.49465330853449,-843.593015894243,58.9351933255439,35.0548566091815,5.4644628068187,1687.18603178849,117.870386651088
"Y_2__R_lcH",-29.8350140708525,10.3898983480554,-844.230757742816,58.991760833919,42.41112437856,6.61325321941452,1688.46151548563,117.983521667838
"Y_1__R_grwnDD0_sq",-30.8493341829541,9.62393934971063,-845.245077854924,58.0315392128332,32.3407765653759,5.72365025942845,1690.49015570985,116.063078425666
"Y_1__L_Crop",-31.0416204703118,10.8181731494387,-845.437364142284,59.1558806476504,29.7935665822167,6.27282258725454,1690.87472828457,118.311761295301
"Y_2__R_npp",-32.2233683276442,9.97398125404024,-846.619111999622,59.648505216035,37.638769879317,6.19488848895672,1693.23822399924,119.29701043207
"Y_2__R_aspctN",-33.7558186737739,8.95610934969271,-848.151562345736,60.0036112968399,38.6454708139723,6.60214383699018,1696.30312469147,120.00722259368
"Y_3__R_bldgPer",-34.017019370812,10.5931342629809,-848.412763042771,60.6006525011586,57.9797687129375,8.33511103648212,1696.82552608554,121.201305002317
"Y_1__R_Edge",-35.6638292062521,11.3524929841244,-850.059572878216,60.7359439500681,31.9300547910775,5.92724965758673,1700.11914575643,121.471887900136
"Y_1__L_VegTot",-36.2659693633275,10.3701178219008,-850.661713035289,58.2220548456228,29.7984572989388,4.85963565394305,1701.32342607058,116.444109691246
"Y_1__R_npp",-39.7050450738841,11.0029206522727,-854.100788745859,59.7155955022683,29.2552936490043,6.71853662446082,1708.20157749172,119.431191004537
"Y_1__L_aspctN",-41.5973226600645,10.8627966966854,-855.993066332024,59.4300605531648,28.7997902442371,5.43765725799862,1711.98613266405,118.86012110633
"Y_4__R_bldgPer",-42.3334718821372,9.44825429034026,-856.729215554098,60.7590910464008,67.7807517776677,8.79766052970694,1713.4584311082,121.518182092802
"Y_1__R_aspctN",-42.3748623419998,10.3814818850054,-856.770606013978,59.9901092029422,26.7825185710587,4.62268503495365,1713.54121202796,119.980218405884
"Y_1__L_CnpyMxd",-42.9082792067357,10.1504129124289,-857.304022878645,59.4288231873207,28.0317099285295,5.32847389294323,1714.60804575729,118.857646374641
"Y_1__R_lcH",-43.1575056828676,12.0293846931099,-857.553249354827,59.5551233942452,33.2668058886203,5.90733807447616,1715.10649870965,119.11024678849
"Y_1__L_Pasture",-43.3073024976962,10.908576872704,-857.703046169661,60.3603826710384,39.231981185699,7.18531274068765,1715.40609233932,120.720765342077
"Y_3__R_lcH",-44.3210616976672,12.2630365345146,-858.71680536965,59.5443128062534,51.157791277879,7.35491885774441,1717.4336107393,119.088625612507
"Y_2__R_bldgPer",-58.8387055792269,13.2326663727564,-873.234449251184,61.9017026632513,53.5614719820156,7.94486316096926,1746.46889850237,123.803405326503
"Y_1__R_bldgPer",-76.0699039469366,14.7502035256603,-890.465647618919,62.6925435270128,45.5490838145972,7.04747924810181,1780.93129523784,125.385087054026
